time_stamp,asset_id,train_test,status_type_id,sequence_id,sensor_0_avg,sensor_5_avg_cos,sensor_5_min_cos,sensor_43_avg,sensor_41_avg,sensor_5_max_cos,sensor_5_avg_sin,sensor_5_min_sin,sensor_14_avg,sensor_52_max,wind_speed_3_min,sensor_10_avg,reactive_power_27_max,sensor_47,sensor_38_avg,sensor_40_avg,power_30_std,label,sensor_0_avg_mean_3,sensor_5_avg_cos_mean_3,sensor_5_min_cos_mean_3,sensor_43_avg_mean_3,sensor_41_avg_mean_3,sensor_5_max_cos_mean_3,sensor_5_avg_sin_mean_3,sensor_5_min_sin_mean_3,sensor_14_avg_mean_3,sensor_52_max_mean_3,wind_speed_3_min_mean_3,sensor_10_avg_mean_3,reactive_power_27_max_mean_3,sensor_47_mean_3,sensor_38_avg_mean_3,sensor_40_avg_mean_3,power_30_std_mean_3,sensor_0_avg_std_3,sensor_5_avg_cos_std_3,sensor_5_min_cos_std_3,sensor_43_avg_std_3,sensor_41_avg_std_3,sensor_5_max_cos_std_3,sensor_5_avg_sin_std_3,sensor_5_min_sin_std_3,sensor_14_avg_std_3,sensor_52_max_std_3,wind_speed_3_min_std_3,sensor_10_avg_std_3,reactive_power_27_max_std_3,sensor_47_std_3,sensor_38_avg_std_3,sensor_40_avg_std_3,power_30_std_std_3,sensor_0_avg_mean_6,sensor_5_avg_cos_mean_6,sensor_5_min_cos_mean_6,sensor_43_avg_mean_6,sensor_41_avg_mean_6,sensor_5_max_cos_mean_6,sensor_5_avg_sin_mean_6,sensor_5_min_sin_mean_6,sensor_14_avg_mean_6,sensor_52_max_mean_6,wind_speed_3_min_mean_6,sensor_10_avg_mean_6,reactive_power_27_max_mean_6,sensor_47_mean_6,sensor_38_avg_mean_6,sensor_40_avg_mean_6,power_30_std_mean_6,sensor_0_avg_std_6,sensor_5_avg_cos_std_6,sensor_5_min_cos_std_6,sensor_43_avg_std_6,sensor_41_avg_std_6,sensor_5_max_cos_std_6,sensor_5_avg_sin_std_6,sensor_5_min_sin_std_6,sensor_14_avg_std_6,sensor_52_max_std_6,wind_speed_3_min_std_6,sensor_10_avg_std_6,reactive_power_27_max_std_6,sensor_47_std_6,sensor_38_avg_std_6,sensor_40_avg_std_6,power_30_std_std_6
2023-10-12 09:20:00,0,train,4,26,24.0,0.9135454,0.91425395,30.0,38.0,0.91283417,0.40673664,0.4051416,34.0,1.7,0.4,33.0,0.0,-2675.0,61.0,67.0,0.001804878,1,23.333333333333332,0.9135454297065735,0.9140177766482035,30.666666666666668,38.0,0.9128341674804688,0.4067366421222687,0.4056732753912608,35.0,0.5666666825612386,0.4000000059604645,33.0,0.0,-2112.6666666666665,61.666666666666664,67.0,0.0016585365713884432,0.5773502691896293,0.0,0.0004090644522740402,0.5773502691889463,0.0,0.0,0.0,0.0009209026092665465,0.9999999999786335,0.9814954851514499,0.0,0.0,0.0,487.0157423875783,0.5773502691962296,0.0,0.00014634145147818806,23.166666666666668,0.9119682808717092,0.9282925426959991,30.833333333333332,38.166666666666664,0.847151517868042,0.4101735105117162,0.3404767067792515,35.666666666666664,1.600000023841858,0.45000000794728595,33.666666666666664,0.0,-2014.1666666666667,61.833333333333336,67.5,0.0017154471521886687,0.40824829047115085,0.003863209893653459,0.03508331101541395,0.4082482904613572,0.4082482903373562,0.1612376734154366,0.008418573867277054,0.1599607052885506,1.0327955589493965,3.160379762345016,0.08366600835506467,0.8164965809283752,0.0,335.52431605865,0.40824829064179996,0.5477225577688757,0.00021244263824027055
2023-10-12 09:30:00,0,train,4,26,23.0,0.9135454,0.93544406,30.0,38.0,0.91283417,0.40673664,0.35347486,34.0,2.2,0.4,33.0,0.0,-2033.0,61.0,67.0,0.0017073171,1,23.333333333333332,0.9135454297065735,0.9213173190752665,30.333333333333332,38.0,0.9128341674804688,0.4067366421222687,0.3879193464914958,34.333333333333336,1.3000000317891438,0.4000000059604645,33.0,0.0,-2178.3333333333335,61.333333333333336,67.0,0.0017235772296165426,0.5773502691896293,0.0,0.012234113904878809,0.5773502691889709,0.0,0.0,0.0,0.02982980428596952,0.5773502691518945,1.1532562863417348,0.0,0.0,0.0,442.28648332650334,0.577350269196066,0.0,7.451338959052283e-05,23.166666666666668,0.9135454297065735,0.9175494611263275,30.666666666666668,38.0,0.9129527111848196,0.4067366421222687,0.39706215262413025,35.166666666666664,0.6500000158945719,0.43333334227403003,33.333333333333336,0.0,-2010.1666666666667,61.666666666666664,67.33333333333333,0.0016504064939605694,0.40824829047115085,0.0,0.008773394721523994,0.5163977794921821,0.0,0.00029037157862164624,0.0,0.021367620337920983,0.9831920802078441,1.019313518795024,0.08164966539526518,0.5163977794948343,0.0,335.05427421035114,0.5163977796341009,0.5163977797748283,0.00010424273250801682
2023-10-12 09:40:00,0,train,4,26,23.0,0.9900237,0.99912286,30.0,38.0,0.9135454,0.14090124,-0.041875653,33.0,12.3,1.6,34.0,0.42243904,-1108.0,61.0,67.0,0.022731707,1,23.333333333333332,0.9390381773312887,0.9496069550514221,30.0,38.0,0.9130712548891703,0.3181248406569163,0.23891359815994898,33.666666666666664,5.400000095367432,0.800000011920929,33.333333333333336,0.14081301291783652,-1938.6666666666667,61.0,67.0,0.008747967192903161,0.5773502691896293,0.04415473411053265,0.04417152526702717,0.0,0.0,0.00041064743808482047,0.15348014228818654,0.2445389858078338,0.5773502691511734,5.980802704240574,0.6928203333513654,0.5773502691896857,0.2438952927405992,787.7476330229882,0.0,0.0,0.012110371723912475,23.166666666666668,0.926291803518931,0.9316942791144053,30.5,38.0,0.9129527111848196,0.36243074138959247,0.32255927845835686,34.666666666666664,2.700000047683716,0.6000000089406967,33.333333333333336,0.07040650645891826,-1885.1666666666667,61.5,67.16666666666667,0.0051788616498621804,0.40824829047115085,0.03122211191102724,0.03414019833467706,0.5477225575029983,0.0,0.00029037157862164624,0.108526849389463,0.1797664742261663,1.2110601416037357,4.801666450704136,0.4898979558570527,0.5163977794948343,0.17246001539632597,501.6586156607238,0.5477225576361099,0.40824829081969394,0.008599622899511546
2023-10-12 09:50:00,0,train,4,26,23.0,0.9832549,0.99990255,30.0,38.0,0.6320293,0.18223552,-0.01396218,33.0,11.3,0.8,37.0,0.28678048,-1614.0,61.0,66.0,0.012731708,1,23.0,0.9622746706008911,0.9781564871470133,30.0,38.0,0.8194696307182312,0.2432911346356074,0.09921234070012967,33.333333333333336,8.600000143051147,0.9333333472410837,34.666666666666664,0.23640650510787964,-1585.0,61.0,66.66666666666667,0.012390243743235866,0.0,0.042336251923858544,0.03699210383403371,0.0,0.0,0.1623284820147271,0.14304878973561128,0.2206396616278616,0.577350269150813,5.5650697134471026,0.6110101017655404,2.0816659994662485,0.2156776254423021,463.18138995428126,0.0,0.5773502692001191,0.010516353259503371,23.166666666666668,0.9379100501537323,0.9460871318976084,30.333333333333332,38.0,0.86615189909935,0.325013888378938,0.25244280804569524,34.166666666666664,4.583333412806193,0.6666666766007742,33.833333333333336,0.11820325255393982,-1848.8333333333333,61.333333333333336,66.83333333333333,0.007024390157312155,0.40824829047115085,0.037806149846604874,0.04220859494529863,0.516397779491863,0.0,0.1146965363327368,0.12727730619872016,0.21828553476002607,1.1690451944125562,5.668656601646797,0.484424063874437,1.6020819787601366,0.18807749983387648,514.0215624530126,0.5163977796323166,0.4082482908217349,0.008876761927966761
2023-10-12 10:00:00,0,train,4,26,23.0,0.9135454,0.91425395,30.0,38.0,0.91283417,0.40673664,0.4051416,33.0,2.8,0.6,36.0,0.0,-1973.0,61.0,66.0,0.0014634146,1,23.0,0.9622746706008911,0.9710931181907654,30.0,38.0,0.8194696307182312,0.2432911346356074,0.11643458623439074,33.0,8.800000111262003,1.0000000198682149,35.666666666666664,0.23640650510787964,-1565.0,61.0,66.33333333333333,0.01230894293015202,0.0,0.042336251923858544,0.04922570719453767,0.0,0.0,0.1623284820147271,0.14304878973561128,0.25041683626132455,0.0,5.220153391473318,0.5291502644657735,1.5275252316522057,0.2156776254423021,434.57680563967006,0.0,0.5773502692000381,0.010640446758387451,23.166666666666668,0.9379100501537323,0.946205218633016,30.166666666666668,38.0,0.86615189909935,0.325013888378938,0.25217696636294323,33.666666666666664,5.050000071525574,0.7000000129143397,34.333333333333336,0.11820325255393982,-1871.6666666666667,61.166666666666664,66.66666666666667,0.0070162600798842805,0.40824829047115085,0.037806149846604874,0.0421001967930737,0.4082482904605503,0.0,0.1146965363327368,0.12727730619872016,0.21806090011347354,0.8164965808727689,5.32043240297559,0.4690415823365805,1.7511900715424331,0.18807749983387648,516.3749283869568,0.4082482906372836,0.5163977797780509,0.00888284041785199
2023-10-12 10:10:00,0,train,4,26,23.0,0.9135454,0.91425395,30.0,37.0,0.91283417,0.40673664,0.4051416,33.0,0.0,0.5,35.0,0.0,-2001.0,60.0,66.0,0.0017560975,1,23.0,0.9367819229761759,0.9428034822146097,30.0,37.666666666666664,0.8192325433095297,0.3319029361009598,0.2654403345659375,33.0,4.700000047683716,0.6333333452542623,36.0,0.09559349219004314,-1862.6666666666667,60.666666666666664,66.0,0.005317073276576896,0.0,0.04024678693267857,0.049449240121899024,0.0,0.5773502691862561,0.16212276873503192,0.1296157809475678,0.24196967580169026,0.0,5.884726106578581,0.1527525270670942,1.0000000000004452,0.1655727853461771,215.80624025574153,0.5773502691957388,0.0,0.006422929085977748,23.166666666666668,0.9379100501537323,0.946205218633016,30.0,37.833333333333336,0.86615189909935,0.325013888378938,0.25217696636294323,33.333333333333336,5.050000071525574,0.7166666785875956,34.666666666666664,0.11820325255393982,-1900.6666666666667,60.833333333333336,66.5,0.007032520234740029,0.40824829047115085,0.037806149846604874,0.0421001967930737,0.0,0.40824829033411897,0.1146965363327368,0.12727730619872016,0.21806090011347354,0.5163977794060273,5.32043240297559,0.45789373534247524,1.6329931618562663,0.18807749983387648,518.2473026139478,0.4082482906350256,0.5477225577734268,0.008871153163650211
2023-10-31 14:20:00,10,train,0,17,24.0,0.99994516,0.99904823,37.0,50.0,0.9969173,-0.0104717845,-0.043619387,67.0,15.3,1.6,41.0,0.4878049,0.0,85.0,90.0,0.18048781,0,24.0,0.9999614159266154,0.9990482330322266,37.0,50.0,0.9961694081624349,0.0011635504973431428,-0.04361938685178757,66.33333333333333,15.333333333333334,2.599999944368998,40.333333333333336,0.4878048896789551,0.0,84.66666666666667,89.0,0.13700813055038452,0.0,2.8149688931697624e-05,0.0,0.0,0.0,0.0007608711032325711,0.010663949554896423,0.0,0.5773502692432391,0.05773469655844983,0.8660253349590132,1.1547005383798352,0.0,0.0,0.5773502692023639,1.000000000002304,0.0377025366372521,24.0,0.9998474518458048,0.9990731080373129,37.0,50.0,0.9958807229995728,-0.010179851902648807,-0.043038142224152885,66.5,15.350000063578287,2.8333333134651184,39.666666666666664,0.4878048896789551,0.0,85.33333333333333,89.16666666666667,0.1498048777381579,0.0,0.00020069247507254918,3.853611713509087e-05,0.0,0.0,0.002521906749158956,0.01554682974783661,0.0009004603126538592,0.5477225574036887,0.15165733280170574,0.8334666821277399,1.2110601416422606,0.0,0.0,1.032795559136275,0.7527726528354446,0.02871983906505357
2023-10-31 14:30:00,10,train,0,17,24.0,0.81310076,0.99912286,38.0,50.0,0.008726535,0.582123,-0.041875653,67.0,15.2,2.0,37.0,0.4878049,-2025.0,84.0,89.0,0.30434147,0,24.0,0.9376799464225769,0.9990731080373129,37.333333333333336,50.0,0.6670133465280136,0.1917139495102068,-0.043038142224152885,66.66666666666667,15.299999872843424,2.2333333094914756,39.666666666666664,0.4878048896789551,-675.0,84.66666666666667,89.33333333333333,0.19939837604761124,0.0,0.10788874712319187,4.308463350983507e-05,0.5773502691883942,0.0,0.5700936087676359,0.33817620647745084,0.0010067452373807044,0.5773502692439775,0.0999999046340438,0.7767452835916184,2.309401076758726,0.0,1169.1342951090123,0.5773502692023639,0.5773502691936296,0.09688203322670744,24.0,0.9687229593594869,0.9990731080373129,37.166666666666664,50.0,0.8319826917722821,0.08974937931634486,-0.043038142224152885,66.66666666666667,15.300000031789144,2.6333333055178323,39.166666666666664,0.4878048896789551,-337.5,84.83333333333333,89.0,0.17139837394158045,0.0,0.07623926271249859,3.853611713509087e-05,0.4082482904814952,0.0,0.4033151669931459,0.24168705738548402,0.0009004603126538592,0.5163977793866633,0.14142122136134846,0.8710147472184097,1.6020819787621616,0.0,826.7027881891912,0.7527726529089185,0.6324555321836258,0.07012024968056292
2023-10-31 14:40:00,10,train,0,17,24.0,0.9996101,0.99912286,38.0,50.0,0.27563736,0.02792164,-0.041875653,67.0,15.2,1.9,39.0,0.4878049,-382.0,83.0,87.0,0.29590243,0,24.0,0.937552014986674,0.999097983042399,37.666666666666664,50.0,0.42709373372296494,0.1998576121404767,-0.042456897596518196,67.0,15.233333269755045,1.8333333333333333,39.0,0.4878048896789551,-802.3333333333334,84.0,88.66666666666667,0.2602439026037852,0.0,0.10777808268239876,4.3084633510604255e-05,0.5773502691883116,0.0,0.5112088865480484,0.3316076344656978,0.0010067452373772757,0.0,0.05773524716238747,0.2081665827668398,2.0000000000001776,0.0,1075.9490384462345,1.0000000000072797,1.5275252316534458,0.06919956551849915,24.0,0.9686742226282755,0.9990731080373129,37.333333333333336,50.0,0.7121087955310941,0.09673001593910158,-0.043038142224152885,66.66666666666667,15.25,2.299999952316284,39.166666666666664,0.4878048896789551,-401.1666666666667,84.33333333333333,88.66666666666667,0.19360162566105524,0.0,0.07621543420982141,3.853611713509087e-05,0.5163977795082972,0.0,0.44946222773354927,0.23867860173396743,0.0009004603126538592,0.5163977793866633,0.10488073932208317,0.6418722176043972,1.6020819787621616,0.0,810.0544220399377,0.8164965811094669,1.0327955590799152,0.08608326417638161
2023-10-31 14:50:00,10,train,0,17,24.0,0.9997015,0.99912286,38.0,50.0,0.9995599,-0.024432179,-0.041875653,65.0,15.2,3.1,39.0,0.4878049,0.0,82.0,87.0,0.16702439,0,24.0,0.9374707937240601,0.9991228580474854,38.0,50.0,0.42797459103167057,0.19520414744814238,-0.041875652968883514,66.33333333333333,15.199999809265137,2.3333332935969033,38.333333333333336,0.4878048896789551,-802.3333333333334,83.0,87.66666666666667,0.25575609505176544,0.0,0.10770762250842364,0.0,0.0,0.0,0.5126818245199138,0.3361024675602358,0.0,1.1547005384060551,0.0,0.6658327647013885,1.1547005383794182,0.0,1075.9490384462345,1.0000000000071696,1.1547005383812068,0.07695967178247239,24.0,0.9687161048253378,0.999085545539856,37.5,50.0,0.7120719995970527,0.09818384897274275,-0.04274751991033554,66.33333333333333,15.266666571299234,2.4666666189829507,39.333333333333336,0.4878048896789551,-401.1666666666667,83.83333333333333,88.33333333333333,0.19638211280107498,0.0,0.07623579509980274,4.087373345139224e-05,0.547722557518375,0.0,0.4494339750301682,0.23775399342088047,0.0009550823890144557,0.8164965808596688,0.08164965808229717,0.7061632894207853,1.5055453054207675,0.0,810.0544220399377,1.169045194575201,1.2110601417163616,0.0846642348448677
